person,personLabel,propLabel,ppaLabel,qual_propLabel,qual_valueLabel,qual_value,prop,ppa,qual_prop,s
https://beyond-notability.wikibase.cloud/entity/Q489,Emily Jane Andrews,exhibited at,Royal Academy Summer Exhibition,point in time,1898-01-01T00:00:00Z,1898-01-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q510,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q489-88b744b9-4af8-a111-737a-302c014c01ec
https://beyond-notability.wikibase.cloud/entity/Q489,Emily Jane Andrews,exhibited at,Society of Lady Artists Exhibition,,,,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q1918,,https://beyond-notability.wikibase.cloud/entity/statement/Q489-cf1872a1-4596-fc20-dbf2-f5b9f1084f8d
https://beyond-notability.wikibase.cloud/entity/Q835,Emily Jane Climenson,spoke at,meeting,point in time,1904-03-17T00:00:00Z,1904-03-17T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q835-73f027b7-4dcd-88d3-4ba2-bc18959a2f83
https://beyond-notability.wikibase.cloud/entity/Q835,Emily Jane Climenson,spoke at,meeting,title of paper,Aquatic Insects,Aquatic Insects,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P77,https://beyond-notability.wikibase.cloud/entity/statement/Q835-73f027b7-4dcd-88d3-4ba2-bc18959a2f83
https://beyond-notability.wikibase.cloud/entity/Q835,Emily Jane Climenson,spoke at,meeting,of,Reading Natural History Society,https://beyond-notability.wikibase.cloud/entity/Q2799,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q835-73f027b7-4dcd-88d3-4ba2-bc18959a2f83
https://beyond-notability.wikibase.cloud/entity/Q948,Emily Margaret Lawson,spoke at,Annual Meeting,point in time,1885-07-01T00:00:00Z,1885-07-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q948-c2628363-4e0b-80ec-d345-ad4cd8051696
https://beyond-notability.wikibase.cloud/entity/Q948,Emily Margaret Lawson,spoke at,Annual Meeting,title of paper,A by-path of history,A by-path of history,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P77,https://beyond-notability.wikibase.cloud/entity/statement/Q948-c2628363-4e0b-80ec-d345-ad4cd8051696
https://beyond-notability.wikibase.cloud/entity/Q948,Emily Margaret Lawson,spoke at,Annual Meeting,of,Bristol and Gloucestershire Archaeological Society,https://beyond-notability.wikibase.cloud/entity/Q505,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q948-c2628363-4e0b-80ec-d345-ad4cd8051696
https://beyond-notability.wikibase.cloud/entity/Q454,Emily Marion Grafton,spoke at,Royal Archaeological Institute Meeting,point in time,1903-02-04T00:00:00Z,1903-02-04T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q29,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q454-c2c8247e-4507-4185-734b-2c7ce7fd9872
https://beyond-notability.wikibase.cloud/entity/Q454,Emily Marion Grafton,spoke at,Royal Archaeological Institute Meeting,note,Grafton is one of the named respondents in the discussion following meeting presentations,Grafton is one of the named respondents in the discussion following meeting presentations,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q29,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q454-c2c8247e-4507-4185-734b-2c7ce7fd9872
https://beyond-notability.wikibase.cloud/entity/Q454,Emily Marion Grafton,exhibited at,The Folklore Society,point in time,1903-12-17T00:00:00Z,1903-12-17T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q292,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q454-11cc12ff-4489-69fd-2df7-e908debc5195
https://beyond-notability.wikibase.cloud/entity/Q454,Emily Marion Grafton,exhibited at,The Folklore Society,item exhibited (free text),"a corn-baby from Harston, Cambridgeshire, which she had received from Miss J. A. Gourlay","a corn-baby from Harston, Cambridgeshire, which she had received from Miss J. A. Gourlay",https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q292,https://beyond-notability.wikibase.cloud/entity/P80,https://beyond-notability.wikibase.cloud/entity/statement/Q454-11cc12ff-4489-69fd-2df7-e908debc5195
https://beyond-notability.wikibase.cloud/entity/Q418,Emily Mary Pritchard,spoke at,meeting,point in time,1905-02-01T00:00:00Z,1905-02-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q418-c28c4945-4b39-6c3c-2dd0-951a44d95267
https://beyond-notability.wikibase.cloud/entity/Q418,Emily Mary Pritchard,spoke at,meeting,note,Pritchard spoke about her research on Cardigan Priory during a visit of the Association.,Pritchard spoke about her research on Cardigan Priory during a visit of the Association.,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q418-c28c4945-4b39-6c3c-2dd0-951a44d95267
https://beyond-notability.wikibase.cloud/entity/Q418,Emily Mary Pritchard,spoke at,meeting,of,Cambrian Archaeological Association,https://beyond-notability.wikibase.cloud/entity/Q420,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q418-c28c4945-4b39-6c3c-2dd0-951a44d95267
https://beyond-notability.wikibase.cloud/entity/Q1045,Emily Skinner,spoke at,Annual Meeting,point in time,1906-07-01T00:00:00Z,1906-07-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q1045-05d9b137-4714-f6e2-12f0-560f55d994aa
https://beyond-notability.wikibase.cloud/entity/Q1045,Emily Skinner,spoke at,Annual Meeting,title of paper,"Old Tiverton, or Twyford","Old Tiverton, or Twyford",https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P77,https://beyond-notability.wikibase.cloud/entity/statement/Q1045-05d9b137-4714-f6e2-12f0-560f55d994aa
https://beyond-notability.wikibase.cloud/entity/Q1045,Emily Skinner,spoke at,Annual Meeting,of,Devonshire Association,https://beyond-notability.wikibase.cloud/entity/Q832,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q1045-05d9b137-4714-f6e2-12f0-560f55d994aa
https://beyond-notability.wikibase.cloud/entity/Q1045,Emily Skinner,spoke at,Annual Meeting,point in time,1910-07-27T00:00:00Z,1910-07-27T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q1045-5ba12c43-4c1f-bf5f-92f7-84bcc5988323
https://beyond-notability.wikibase.cloud/entity/Q1045,Emily Skinner,spoke at,Annual Meeting,title of paper,Cillitona: Land of the Wife of Hervius,Cillitona: Land of the Wife of Hervius,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P77,https://beyond-notability.wikibase.cloud/entity/statement/Q1045-5ba12c43-4c1f-bf5f-92f7-84bcc5988323
https://beyond-notability.wikibase.cloud/entity/Q1045,Emily Skinner,spoke at,Annual Meeting,of,Devonshire Association,https://beyond-notability.wikibase.cloud/entity/Q832,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q1045-5ba12c43-4c1f-bf5f-92f7-84bcc5988323
https://beyond-notability.wikibase.cloud/entity/Q1045,Emily Skinner,spoke at,Annual Meeting,point in time,1919-07-01T00:00:00Z,1919-07-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q1045-6488a0db-491f-bd7a-7fd8-cf923170f44b
https://beyond-notability.wikibase.cloud/entity/Q1045,Emily Skinner,spoke at,Annual Meeting,title of paper,Notes on Tiverton Castle and its Subterannean Way,Notes on Tiverton Castle and its Subterannean Way,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P77,https://beyond-notability.wikibase.cloud/entity/statement/Q1045-6488a0db-491f-bd7a-7fd8-cf923170f44b
https://beyond-notability.wikibase.cloud/entity/Q1045,Emily Skinner,spoke at,Annual Meeting,of,Devonshire Association,https://beyond-notability.wikibase.cloud/entity/Q832,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q1045-6488a0db-491f-bd7a-7fd8-cf923170f44b
https://beyond-notability.wikibase.cloud/entity/Q1045,Emily Skinner,spoke at,Annual Meeting,point in time,1907-07-01T00:00:00Z,1907-07-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q1045-d0dfe6f8-4522-8407-12f2-10acb50cae46
https://beyond-notability.wikibase.cloud/entity/Q1045,Emily Skinner,spoke at,Annual Meeting,title of paper,Burg de Tiverton and the Town Leat,Burg de Tiverton and the Town Leat,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P77,https://beyond-notability.wikibase.cloud/entity/statement/Q1045-d0dfe6f8-4522-8407-12f2-10acb50cae46
https://beyond-notability.wikibase.cloud/entity/Q1045,Emily Skinner,spoke at,Annual Meeting,of,Devonshire Association,https://beyond-notability.wikibase.cloud/entity/Q832,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q1045-d0dfe6f8-4522-8407-12f2-10acb50cae46
https://beyond-notability.wikibase.cloud/entity/Q1067,Emily Tite,exhibited at,meeting,point in time,1875-04-06T00:00:00Z,1875-04-06T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q1067-6c5e731a-48bf-0d37-3c3b-bc50ce9204ea
https://beyond-notability.wikibase.cloud/entity/Q1067,Emily Tite,exhibited at,meeting,of,Society of Biblical Archaeology,https://beyond-notability.wikibase.cloud/entity/Q501,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q1067-6c5e731a-48bf-0d37-3c3b-bc50ce9204ea
https://beyond-notability.wikibase.cloud/entity/Q1067,Emily Tite,exhibited at,meeting,item exhibited (free text),Babylonian Contract Tables,Babylonian Contract Tables,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P80,https://beyond-notability.wikibase.cloud/entity/statement/Q1067-6c5e731a-48bf-0d37-3c3b-bc50ce9204ea
https://beyond-notability.wikibase.cloud/entity/Q488,Emily Winifred Allen,exhibited at,museum,point in time,1851-01-01T00:00:00Z,1851-01-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q1416,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q488-e42ba6e7-45be-0e5a-7d27-1bf755965c4b
https://beyond-notability.wikibase.cloud/entity/Q488,Emily Winifred Allen,exhibited at,museum,note,Allen's artefacts were on display in a temporary museum set up during the Cambrian Archaeological Association Annual General Meeting in Tenby,Allen's artefacts were on display in a temporary museum set up during the Cambrian Archaeological Association Annual General Meeting in Tenby,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q1416,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q488-e42ba6e7-45be-0e5a-7d27-1bf755965c4b
https://beyond-notability.wikibase.cloud/entity/Q488,Emily Winifred Allen,exhibited at,museum,of,Cambrian Archaeological Association,https://beyond-notability.wikibase.cloud/entity/Q420,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q1416,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q488-e42ba6e7-45be-0e5a-7d27-1bf755965c4b
https://beyond-notability.wikibase.cloud/entity/Q488,Emily Winifred Allen,exhibited at,museum,item exhibited (free text),"earthenware cup found in a tumulous in Boulston, gold coins found in Haverfordwest, drawings of cromlechs","earthenware cup found in a tumulous in Boulston, gold coins found in Haverfordwest, drawings of cromlechs",https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q1416,https://beyond-notability.wikibase.cloud/entity/P80,https://beyond-notability.wikibase.cloud/entity/statement/Q488-e42ba6e7-45be-0e5a-7d27-1bf755965c4b
https://beyond-notability.wikibase.cloud/entity/Q488,Emily Winifred Allen,exhibited at,museum,point in time,1880-01-01T00:00:00Z,1880-01-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q1416,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q488-a30a9922-40a1-2bb1-f76b-9ddcf27f9d6a
https://beyond-notability.wikibase.cloud/entity/Q488,Emily Winifred Allen,exhibited at,museum,note,Allen's artefacts were on display in a temporary museum set up during the Cambrian Archaeological Association Annual General Meeting in Pembroke,Allen's artefacts were on display in a temporary museum set up during the Cambrian Archaeological Association Annual General Meeting in Pembroke,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q1416,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q488-a30a9922-40a1-2bb1-f76b-9ddcf27f9d6a
https://beyond-notability.wikibase.cloud/entity/Q488,Emily Winifred Allen,exhibited at,museum,of,Cambrian Archaeological Association,https://beyond-notability.wikibase.cloud/entity/Q420,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q1416,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q488-a30a9922-40a1-2bb1-f76b-9ddcf27f9d6a
https://beyond-notability.wikibase.cloud/entity/Q488,Emily Winifred Allen,exhibited at,museum,item exhibited (free text),collection of drawings of cromlechs,collection of drawings of cromlechs,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q1416,https://beyond-notability.wikibase.cloud/entity/P80,https://beyond-notability.wikibase.cloud/entity/statement/Q488-a30a9922-40a1-2bb1-f76b-9ddcf27f9d6a
https://beyond-notability.wikibase.cloud/entity/Q488,Emily Winifred Allen,spoke at,Annual Meeting,point in time,1897-08-19T00:00:00Z,1897-08-19T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q488-0888c3c1-49e6-3286-e501-d26c7b24b9de
https://beyond-notability.wikibase.cloud/entity/Q488,Emily Winifred Allen,spoke at,Annual Meeting,note,"When the excursion party reached The Rath, a large earthwork in Pembrokshire, Allen gave a brief address on the history of the earthwork.","When the excursion party reached The Rath, a large earthwork in Pembrokshire, Allen gave a brief address on the history of the earthwork.",https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q488-0888c3c1-49e6-3286-e501-d26c7b24b9de
https://beyond-notability.wikibase.cloud/entity/Q488,Emily Winifred Allen,spoke at,Annual Meeting,of,Cambrian Archaeological Association,https://beyond-notability.wikibase.cloud/entity/Q420,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q488-0888c3c1-49e6-3286-e501-d26c7b24b9de
https://beyond-notability.wikibase.cloud/entity/Q488,Emily Winifred Allen,spoke at,meeting,point in time,1893-01-01T00:00:00Z,1893-01-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q488-64c2e24a-4a6e-4c70-0247-2cbc3e622a4d
https://beyond-notability.wikibase.cloud/entity/Q488,Emily Winifred Allen,spoke at,meeting,title of paper,List of Effigies in South Wales,List of Effigies in South Wales,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P77,https://beyond-notability.wikibase.cloud/entity/statement/Q488-64c2e24a-4a6e-4c70-0247-2cbc3e622a4d
https://beyond-notability.wikibase.cloud/entity/Q488,Emily Winifred Allen,spoke at,meeting,of,Cambrian Archaeological Association,https://beyond-notability.wikibase.cloud/entity/Q420,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q488-64c2e24a-4a6e-4c70-0247-2cbc3e622a4d
https://beyond-notability.wikibase.cloud/entity/Q981,Emma Bennett Mawr,exhibited at,Columbian Exposition,point in time,1893-01-01T00:00:00Z,1893-01-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q707,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q981-2fccfeca-477e-21e9-798d-32bc8e8aa648
https://beyond-notability.wikibase.cloud/entity/Q981,Emma Bennett Mawr,exhibited at,Columbian Exposition,note,Mawr is one of the authors whose work was on display in the Women's Work - Literature division of the Exposition's British Section,Mawr is one of the authors whose work was on display in the Women's Work - Literature division of the Exposition's British Section,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q707,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q981-2fccfeca-477e-21e9-798d-32bc8e8aa648
https://beyond-notability.wikibase.cloud/entity/Q329,Emma Elizabeth Cope,spoke at,Annual Meeting,point in time,1926-04-17T00:00:00Z,1926-04-17T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q329-8e06cda7-43e9-7c90-c4e7-42a1011a5163
https://beyond-notability.wikibase.cloud/entity/Q329,Emma Elizabeth Cope,spoke at,Annual Meeting,note,Cope's paper was illustrated with lantern slides.,Cope's paper was illustrated with lantern slides.,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q329-8e06cda7-43e9-7c90-c4e7-42a1011a5163
https://beyond-notability.wikibase.cloud/entity/Q329,Emma Elizabeth Cope,spoke at,Annual Meeting,title of paper,Heraldry,Heraldry,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P77,https://beyond-notability.wikibase.cloud/entity/statement/Q329-8e06cda7-43e9-7c90-c4e7-42a1011a5163
https://beyond-notability.wikibase.cloud/entity/Q329,Emma Elizabeth Cope,spoke at,Annual Meeting,of,Berkshire Archaeological Society,https://beyond-notability.wikibase.cloud/entity/Q1465,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q329-8e06cda7-43e9-7c90-c4e7-42a1011a5163
https://beyond-notability.wikibase.cloud/entity/Q329,Emma Elizabeth Cope,was delegate at (item),Congress of Archaeological Societies Annual General Meeting,point in time,1932-11-15T00:00:00Z,1932-11-15T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P71,https://beyond-notability.wikibase.cloud/entity/Q3644,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q329-c9e77441-46fd-1d9e-d678-9c5d4dcbaa0a
https://beyond-notability.wikibase.cloud/entity/Q329,Emma Elizabeth Cope,was delegate at (item),Congress of Archaeological Societies Annual General Meeting,of (free text),Oxfordshire Record Society,Oxfordshire Record Society,https://beyond-notability.wikibase.cloud/entity/P71,https://beyond-notability.wikibase.cloud/entity/Q3644,https://beyond-notability.wikibase.cloud/entity/P66,https://beyond-notability.wikibase.cloud/entity/statement/Q329-c9e77441-46fd-1d9e-d678-9c5d4dcbaa0a
https://beyond-notability.wikibase.cloud/entity/Q329,Emma Elizabeth Cope,was delegate at (item),Congress of Archaeological Societies Annual General Meeting,point in time,1933-11-18T00:00:00Z,1933-11-18T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P71,https://beyond-notability.wikibase.cloud/entity/Q3644,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q329-eab3623f-414e-fcfb-4b1a-2e28285f4b09
https://beyond-notability.wikibase.cloud/entity/Q329,Emma Elizabeth Cope,was delegate at (item),Congress of Archaeological Societies Annual General Meeting,note,Cope represented the Oxfordshire Record Society,Cope represented the Oxfordshire Record Society,https://beyond-notability.wikibase.cloud/entity/P71,https://beyond-notability.wikibase.cloud/entity/Q3644,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q329-eab3623f-414e-fcfb-4b1a-2e28285f4b09
https://beyond-notability.wikibase.cloud/entity/Q329,Emma Elizabeth Cope,was delegate at (item),Congress of Archaeological Societies Annual General Meeting,note,Cope is noted as one of the delegates responding to the report of the Research Committee,Cope is noted as one of the delegates responding to the report of the Research Committee,https://beyond-notability.wikibase.cloud/entity/P71,https://beyond-notability.wikibase.cloud/entity/Q3644,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q329-eab3623f-414e-fcfb-4b1a-2e28285f4b09
https://beyond-notability.wikibase.cloud/entity/Q329,Emma Elizabeth Cope,was delegate at (item),Congress of Archaeological Societies Annual General Meeting,point in time,1931-11-17T00:00:00Z,1931-11-17T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P71,https://beyond-notability.wikibase.cloud/entity/Q3644,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q329-f8c4d397-4e45-d5eb-e3c1-92e20700c76b
https://beyond-notability.wikibase.cloud/entity/Q329,Emma Elizabeth Cope,was delegate at (item),Congress of Archaeological Societies Annual General Meeting,note,Cope represented the Oxfordshire Record Society,Cope represented the Oxfordshire Record Society,https://beyond-notability.wikibase.cloud/entity/P71,https://beyond-notability.wikibase.cloud/entity/Q3644,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q329-f8c4d397-4e45-d5eb-e3c1-92e20700c76b
https://beyond-notability.wikibase.cloud/entity/Q329,Emma Elizabeth Cope,was delegate at (item),Congress of Archaeological Societies Annual General Meeting,point in time,1931-11-17T00:00:00Z,1931-11-17T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P71,https://beyond-notability.wikibase.cloud/entity/Q3644,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q329-0f7b7d4e-4730-3a0c-5f05-9a041eb7a45b
https://beyond-notability.wikibase.cloud/entity/Q329,Emma Elizabeth Cope,was delegate at (item),Congress of Archaeological Societies Annual General Meeting,note,Cope is named as one of the delegates taking part in the discussion following this note,Cope is named as one of the delegates taking part in the discussion following this note,https://beyond-notability.wikibase.cloud/entity/P71,https://beyond-notability.wikibase.cloud/entity/Q3644,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q329-0f7b7d4e-4730-3a0c-5f05-9a041eb7a45b
https://beyond-notability.wikibase.cloud/entity/Q329,Emma Elizabeth Cope,was delegate at (item),Congress of Archaeological Societies Annual General Meeting,note,"Cope is named as taking part in a discussion regarding: the Congres International des Sciences prehistoriques et protohistoriques (continuation of International Congress of Prehistoric Anthropology and Archaeology which had met regularly before WW1), the first session of this to be held in London.","Cope is named as taking part in a discussion regarding: the Congres International des Sciences prehistoriques et protohistoriques (continuation of International Congress of Prehistoric Anthropology and Archaeology which had met regularly before WW1), the first session of this to be held in London.",https://beyond-notability.wikibase.cloud/entity/P71,https://beyond-notability.wikibase.cloud/entity/Q3644,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q329-0f7b7d4e-4730-3a0c-5f05-9a041eb7a45b
https://beyond-notability.wikibase.cloud/entity/Q329,Emma Elizabeth Cope,spoke at,meeting,point in time,1923-08-24T00:00:00Z,1923-08-24T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q329-c4765c3c-45df-705e-84ba-06961a250e33
https://beyond-notability.wikibase.cloud/entity/Q329,Emma Elizabeth Cope,spoke at,meeting,title of paper,On Sulhampstead Church,On Sulhampstead Church,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P77,https://beyond-notability.wikibase.cloud/entity/statement/Q329-c4765c3c-45df-705e-84ba-06961a250e33
