record_id,person,person_label,year,author,journal_std_title,journal_std_grp,volume,ads_record_id,ads_id
478,Q1523,Ursula Mary Radford,1927,Ursula Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,59,3044637,40919
479,Q1523,Ursula Mary Radford,1933,Ursula Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,65,3044705,40919
480,Q1523,Ursula Mary Radford,1931,Ursula Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,63,3044678,40919
481,Q1533,Marjorie Blanche Honeybourne,1929,Marjorie Honeybourne,Transactions of the London and Middlesex Archaeological Society,Transactions of the London and Middlesex Archaeological Society,2.6,3244485,1023454
482,Q1533,Marjorie Blanche Honeybourne,1952,Marjorie Honeybourne,Transactions of the London and Middlesex Archaeological Society,Transactions of the London and Middlesex Archaeological Society,2.11,3243380,1023454
484,Q1533,Marjorie Blanche Honeybourne,1929,Marjorie Honeybourne,Transactions of the London and Middlesex Archaeological Society,Transactions of the London and Middlesex Archaeological Society,2.6,3244486,1023454
485,Q1540,Katherine Sophia Hodgson,1936,"Ian A Richmond
                                                Katherine S Hodgson",Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,36,3196346,36448
486,Q1540,Katherine Sophia Hodgson,1952,"Katherine S Hodgson
                                                Ian A Richmond
                                                Frank Gerald Simpson",Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,52,3196814,36448
487,Q1540,Katherine Sophia Hodgson,1951,Katherine S Hodgson,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,51,3196788,36448
488,Q1540,Katherine Sophia Hodgson,1956,Katherine S Hodgson,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,56,3196998,36448
489,Q1540,Katherine Sophia Hodgson,1939,Katherine S Hodgson,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,39,3196437,36448
491,Q1540,Katherine Sophia Hodgson,1941,Katherine S Hodgson,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,41,3196509,36448
492,Q1540,Katherine Sophia Hodgson,1938,"Ian A Richmond
                                                Katherine S Hodgson
                                                Kenneth St joseph",Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,38,3196407,36448
493,Q1540,Katherine Sophia Hodgson,1953,Katherine S Hodgson,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,53,3196876,36448
494,Q1540,Katherine Sophia Hodgson,1952,Katherine S Hodgson,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,52,3196811,36448
495,Q1540,Katherine Sophia Hodgson,1934,"Katherine S Hodgson
                                                Ian A Richmond
                                                Frank Gerald Simpson",Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,34,3196267,36448
496,Q1540,Katherine Sophia Hodgson,1953,"Katherine S Hodgson
                                                C M L Bouch
                                                C G Bulman",Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,53,3196871,36448
497,Q1540,Katherine Sophia Hodgson,1935,Katherine S Hodgson,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,35,3196297,36448
498,Q1540,Katherine Sophia Hodgson,1936,"Ian A Richmond
                                                Frank Gerald Simpson
                                                Kenneth St joseph
                                                Katherine S Hodgson",Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,36,3196344,36448
499,Q1540,Katherine Sophia Hodgson,1940,Katherine S Hodgson,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,40,3196475,36448
500,Q1540,Katherine Sophia Hodgson,1943,Katherine S Hodgson,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,43,3196574,36448
501,Q1540,Katherine Sophia Hodgson,1934,"Ian A Richmond
                                                Katherine S Hodgson",Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,34,3196274,36448
502,Q1540,Katherine Sophia Hodgson,1947,"Katherine S Hodgson
                                                Ian A Richmond
                                                Eric B Birley
                                                Robert Hogg
                                                J Charlton
                                                Frank Gerald Simpson",Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,47,3196670,36448
503,Q1540,Katherine Sophia Hodgson,1938,"Ian A Richmond
                                                Katherine S Hodgson
                                                Kenneth St joseph",Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,38,3196408,36448
504,Q1540,Katherine Sophia Hodgson,1950,"Katherine S Hodgson
                                                Kenneth HARPER",Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,50,3196742,36448
505,Q1540,Katherine Sophia Hodgson,1956,Katherine S Hodgson,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,56,3196992,36448
506,Q1540,Katherine Sophia Hodgson,1938,"Ian A Richmond
                                                Katherine S Hodgson
                                                Kenneth St joseph",Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,38,3196406,36448
507,Q1540,Katherine Sophia Hodgson,1938,"Ian A Richmond
                                                Katherine S Hodgson
                                                Kenneth St joseph",Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,38,3196410,36448
508,Q1540,Katherine Sophia Hodgson,1938,"Katherine S Hodgson
                                                Ian A Richmond",Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,38,3196411,36448
513,Q1640,Dorothy Greene,1947,Dorothy Greene,Transactions of the Hunter Archaeological Society,Transactions of the Hunter Archaeological Society,"6
                                        
                                        
                                            (3)",3067632,25207
514,Q1640,Dorothy Greene,1948,"Dorothy Greene
                                                F WAKELIN",Transactions of the Hunter Archaeological Society,Transactions of the Hunter Archaeological Society,"6
                                        
                                        
                                            (4)",3067635,25207
515,Q1640,Dorothy Greene,1953,Dorothy Greene,Transactions of the Hunter Archaeological Society,Transactions of the Hunter Archaeological Society,"7
                                        
                                        
                                            (3)",3067645,25207
516,Q1640,Dorothy Greene,1951,"D N Riley
                                                Dorothy Greene
                                                F L Preston",Transactions of the Hunter Archaeological Society,Transactions of the Hunter Archaeological Society,"7
                                        
                                        
                                            (1)",3067641,25207
517,Q1640,Dorothy Greene,1948,Dorothy Greene,Transactions of the Hunter Archaeological Society,Transactions of the Hunter Archaeological Society,"6
                                        
                                        
                                            (4)",3067636,25207
518,Q1640,Dorothy Greene,1957,Dorothy Greene,Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,"39
                                        
                                        
                                            (154)",3035104,25207
521,Q1640,Dorothy Greene,1947,Dorothy Greene,Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,36,3034975,25207
524,Q1640,Dorothy Greene,1951,Dorothy Greene,Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,37,3035014,25207
525,Q1640,Dorothy Greene,1952,Dorothy Greene,Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,"38
                                        
                                        
                                            (149)",3035025,25207
526,Q1640,Dorothy Greene,1954,Dorothy Greene,Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,"38
                                        
                                        
                                            (151)",3035049,25207
527,Q1640,Dorothy Greene,1955,Dorothy Greene,Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,"38
                                        
                                        
                                            (152)",3035063,25207
528,Q1640,Dorothy Greene,1951,Dorothy Greene,Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,37,3034985,25207
530,Q1640,Dorothy Greene,1949,Dorothy Greene,Archaeological Newsletter,Archaeological Newsletter,11,3123031,25207
531,Q1640,Dorothy Greene,1957,"Dorothy Greene
                                                P H J Smedley",Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,"39
                                        
                                        
                                            (154)",3035105,25207
533,Q1640,Dorothy Greene,1952,Dorothy Greene,Transactions of the Hunter Archaeological Society,Transactions of the Hunter Archaeological Society,"7
                                        
                                        
                                            (2)",3067644,25207
534,Q1640,Dorothy Greene,1957,Dorothy Greene,Transactions of the Hunter Archaeological Society,Transactions of the Hunter Archaeological Society,"7
                                        
                                        
                                            (6)",3067651,25207
535,Q1640,Dorothy Greene,1955,"Dorothy Greene
                                                P H J Smedley",Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,"38
                                        
                                        
                                            (152)",3035067,25207
536,Q1640,Dorothy Greene,1951,"Ian A Richmond
                                                Richard Pearson Wright",Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,37,3034994,25207
539,Q1644,Elizabeth Ralph,1960,"Elizabeth K Ralph
                                                R STUCKENRATH",Nature,Nature,"188
                                        
                                        
                                            (4746)",3097265,22056
546,Q165,Margaret Helen Longhurst,1931,Margaret Longhurst,Archaeologia,Archaeologia,81,3105844,40029
554,Q1654,Hilda Roderick Ellis Davidson,1950,Hilda R Ellis Davidson,Folklore,Folklore,61,3112575,26660
555,Q1654,Hilda Roderick Ellis Davidson,1958,Hilda R Ellis Davidson,Journal of the Arms and Armour Society,Journal of the Arms and Armour Society,"2
                                        
                                        
                                            (10)",3038409,26660
556,Q1654,Hilda Roderick Ellis Davidson,1960,Hilda R Ellis Davidson,Folklore,Folklore,71,3112588,26660
558,Q1654,Hilda Roderick Ellis Davidson,1958,Hilda R Ellis Davidson,Folklore,Folklore,69,3112585,26660
567,Q1659,Nora Kershaw Chadwick,1956,Nora K Chadwick,Saga Book of the Viking Society,Saga Book of the Viking Society,"14
                                        
                                        
                                            (3)",3095261,26688
568,Q1659,Nora Kershaw Chadwick,1948,Nora K Chadwick,Transactions of the Dumfriesshire and Galloway Natural History and Antiquarian Society,Transactions of the Dumfriesshire and Galloway Natural History and Antiquarian Society,27,3040454,26688
570,Q1668,Clare Isobel Fell,1953,Clare I Fell,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,53,3196859,34396
571,Q1668,Clare Isobel Fell,1952,Clare I Fell,Proceedings of the Cambridge Antiquarian Society,Proceedings of the Cambridge Antiquarian Society,45,3199870,34396
572,Q1668,Clare Isobel Fell,1949,"Brian Bunch
                                                Clare I Fell",Proceedings of the Prehistoric Society,Proceedings of the Prehistoric Society of East Anglia,15,3043160,34396
573,Q1668,Clare Isobel Fell,1956,Clare I Fell,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,56,3196997,34396
575,Q1668,Clare Isobel Fell,1949,Clare I Fell,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,49,3196713,34396
581,Q1668,Clare Isobel Fell,1953,Clare I Fell,Proceedings of the Cambridge Antiquarian Society,Proceedings of the Cambridge Antiquarian Society,46,3199884,34396
583,Q1668,Clare Isobel Fell,1949,"Clare I Fell
                                                Thomas C Lethbridge
                                                Geoffrey H S Bushnell",Proceedings of the Cambridge Antiquarian Society,Proceedings of the Cambridge Antiquarian Society,42,3199836,34396
584,Q1668,Clare Isobel Fell,1951,"Clare I Fell
                                                Geoffrey H S Bushnell",Proceedings of the Cambridge Antiquarian Society,Proceedings of the Cambridge Antiquarian Society,44,3199860,34396
585,Q1668,Clare Isobel Fell,1952,"Clare I Fell
                                                Grace Briscoe",Proceedings of the Cambridge Antiquarian Society,Proceedings of the Cambridge Antiquarian Society,45,3199874,34396
586,Q1668,Clare Isobel Fell,1954,"Clare I Fell
                                                Joan Liversidge",Proceedings of the Cambridge Antiquarian Society,Proceedings of the Cambridge Antiquarian Society,47,3199892,34396
587,Q1668,Clare Isobel Fell,1940,Clare I Fell,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,40,3196471,34396
595,Q1668,Clare Isobel Fell,1959,Clare I Fell,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,59,3197110,34396
596,Q1668,Clare Isobel Fell,1954,Clare I Fell,Proceedings of the Prehistoric Society,Proceedings of the Prehistoric Society of East Anglia,"20
                                        
                                        
                                            (2)",3043216,34396
597,Q1668,Clare Isobel Fell,1953,"John G Hurst
                                                Clare I Fell",Proceedings of the Cambridge Antiquarian Society,Proceedings of the Cambridge Antiquarian Society,46,3199883,34396
598,Q1668,Clare Isobel Fell,1957,Clare I Fell,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,57,3197023,34396
599,Q1668,Clare Isobel Fell,1956,"Clare I Fell
                                                E J W Hildyard",Archaeologia Aeliana,Archaeologia Aeliana,34,3212151,34396
602,Q1668,Clare Isobel Fell,1953,"Clare I Fell
                                                E J W Hildyard",Archaeologia Aeliana,Archaeologia Aeliana,31,3212077,34396
604,Q1668,Clare Isobel Fell,1951,"Thomas C Lethbridge
                                                Clare I Fell
                                                K E Bachem",Proceedings of the Prehistoric Society,Proceedings of the Prehistoric Society of East Anglia,"17
                                        
                                        
                                            (2)",3043183,34396
606,Q1668,Clare Isobel Fell,1956,Clare I Fell,Proceedings of the Cambridge Antiquarian Society,Proceedings of the Cambridge Antiquarian Society,49,3199908,34396
609,Q1668,Clare Isobel Fell,1948,"J A Dixon
                                                Clare I Fell",Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,48,3196685,34396
616,Q1668,Clare Isobel Fell,1943,"Christopher F C Hawkes
                                                Clare I Fell",The Archaeological Journal,The Archaeological Journal,100,3179804,34396
617,Q1668,Clare Isobel Fell,1953,"Grahame G D Clark
                                                Clare I Fell",Proceedings of the Prehistoric Society,Proceedings of the Prehistoric Society of East Anglia,"19
                                        
                                        
                                            (1)",3043203,34396
618,Q1668,Clare Isobel Fell,1950,Clare I Fell,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,50,3196739,34396
619,Q1668,Clare Isobel Fell,1936,Clare I Fell,The Archaeological Journal,The Archaeological Journal,93,3179701,34396
620,Q1668,Clare Isobel Fell,1955,Clare I Fell,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,55,3196969,34396
621,Q1668,Clare Isobel Fell,1954,Clare I Fell,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,54,3196899,34396
622,Q1668,Clare Isobel Fell,1948,Clare I Fell,Archaeological Newsletter,Archaeological Newsletter,"8
                                        
                                        
                                            (9)",3123007,34396
628,Q1675,Audrey Williams,1946,Audrey Williams,Proceedings of the Society of Antiquaries of London,Proceedings of the Society of Antiquaries of London,26,3005692,25134
629,Q1675,Audrey Williams,1944,Audrey Williams,Archaeologia Cambrensis,Archaeologia Cambrensis,98,3049844,25134
630,Q1675,Audrey Williams,1946,Audrey Williams,Proceedings of the Somerset Archaeological and Natural History Society,Proceedings of the Somerset Archaeological and Natural History Society,93,3117640,25134
631,Q1675,Audrey Williams,1949,"Sheppard S Frere
                                                Audrey Williams",Antiquity,Antiquity,91,3007574,25134
632,Q1675,Audrey Williams,1948,"Sheppard S Frere
                                                Audrey Williams",Archaeologia Cantiana,Archaeologia Cantiana,61,3062012,25134
634,Q1675,Audrey Williams,1949,"Sheppard S Frere
                                                Audrey Williams",Journal of Roman Studies,Journal of Roman Studies,39,3125469,25134
635,Q1675,Audrey Williams,1946,Audrey Williams,Archaeologia Cantiana,Archaeologia Cantiana,59,3061995,25134
636,Q1675,Audrey Williams,1947,Audrey Williams,Archaeologia Cantiana,Archaeologia Cantiana,60,3062005,25134
637,Q1675,Audrey Williams,1953,Audrey Williams,Archaeologia Cambrensis,Archaeologia Cambrensis,102,3049692,25134
638,Q1675,Audrey Williams,1942,Audrey Williams,Proceedings of the Somerset Archaeological and Natural History Society,Proceedings of the Somerset Archaeological and Natural History Society,88,3117630,25134
639,Q1675,Audrey Williams,1950,Audrey Williams,Proceedings of the Dorset Natural History and Archaeological Society,Proceedings of the Dorset Natural History and Archaeological Society,72,3081095,25134
640,Q1675,Audrey Williams,1951,Audrey Williams,Oxoniensia,Oxoniensia,16,3032005,25134
641,Q1675,Audrey Williams,1946,Audrey Williams,Oxoniensia,Oxoniensia,11-12,3031975,25134
642,Q1675,Audrey Williams,1949,Audrey Williams,Oxoniensia,Oxoniensia,13,3031991,25134
643,Q1675,Audrey Williams,1941,Audrey Williams,Archaeologia Cambrensis,Archaeologia Cambrensis,96,3049829,25134
644,Q1675,Audrey Williams,1940,Audrey Williams,Archaeologia Cambrensis,Archaeologia Cambrensis,95,3049820,25134
645,Q1675,Audrey Williams,1944,Audrey Williams,Archaeologia Cambrensis,Archaeologia Cambrensis,98,3049841,25134
646,Q1680,Marjorie Cross,1939,Marjorie Cross,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,39,3196449,36463
647,Q1680,Marjorie Cross,1947,Marjorie Cross,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,47,3196669,36463
648,Q1680,Marjorie Cross,1938,Marjorie Cross,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,38,3196403,36463
649,Q1680,Marjorie Cross,1942,Marjorie Cross,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,42,3196530,36463
650,Q1680,Marjorie Cross,1946,Marjorie Cross,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,46,3196645,36463
651,Q1680,Marjorie Cross,1952,Marjorie Cross,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,52,3196834,36463
652,Q1680,Marjorie Cross,1952,Marjorie Cross,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,52,3196833,36463
653,Q1680,Marjorie Cross,1949,Marjorie Cross,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,49,3196712,36463
654,Q1680,Marjorie Cross,1950,Marjorie Cross,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,50,3196740,36463
655,Q1680,Marjorie Cross,1942,Marjorie Cross,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,42,3196534,36463
656,Q1680,Marjorie Cross,1929,"Marjorie Cross
                                                W G Collingwood",Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,29,3196104,36463
657,Q1680,Marjorie Cross,1939,Marjorie Cross,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,39,3196450,36463
658,Q1685,Nancy Piercy Fox,1952,Nancy Piercy Fox,Archaeologia Cantiana,Archaeologia Cantiana,65,3062076,28557
659,Q1685,Nancy Piercy Fox,1951,"E D C Jackson
                                                Nancy Piercy Fox",Archaeologia Cantiana,Archaeologia Cantiana,64,3062059,28557
660,Q1685,Nancy Piercy Fox,1959,Nancy Piercy Fox,Archaeologia Cantiana,Archaeologia Cantiana,73,3062239,28557
662,Q1685,Nancy Piercy Fox,1955,Nancy Piercy Fox,Archaeologia Cantiana,Archaeologia Cantiana,69,3062142,28557
671,Q1691,Francoise Henry,1952,Fran̤oise Henry,Journal of the Royal Historical and Archaeological Association of Ireland,Journal of the Royal Society of Antiquaries of Ireland,"82
                                        
                                        
                                            (2)",3039032,22224
673,Q1691,Francoise Henry,1957,Fran̤oise Henry,Journal of the Royal Historical and Archaeological Association of Ireland,Journal of the Royal Society of Antiquaries of Ireland,"87
                                        
                                        
                                            (2)",3039084,22224
675,Q1691,Francoise Henry,1948,Fran̤oise Henry,Journal of the County Louth Archaeological and Historical Society,Journal of the County Louth Archaeological and Historical Society,"11
                                        
                                        
                                            (4)",3123870,22224
676,Q1691,Francoise Henry,1957,Fran̤oise Henry,Proceedings of the Royal Irish Academy,Proceedings of the Royal Irish Academy,58,3057862,22224
678,Q1691,Francoise Henry,1952,Fran̤oise Henry,Journal of the Royal Historical and Archaeological Association of Ireland,Journal of the Royal Society of Antiquaries of Ireland,"82
                                        
                                        
                                            (1)",3039030,22224
679,Q1691,Francoise Henry,1951,Fran̤oise Henry,Journal of the Royal Historical and Archaeological Association of Ireland,Journal of the Royal Society of Antiquaries of Ireland,81,3039022,22224
680,Q1691,Francoise Henry,1945,Fran̤oise Henry,Journal of the Royal Historical and Archaeological Association of Ireland,Journal of the Royal Society of Antiquaries of Ireland,75,3038979,22224
681,Q1691,Francoise Henry,1960,Fran̤oise Henry,Proceedings of the Royal Irish Academy,Proceedings of the Royal Irish Academy,61,3057871,22224
682,Q1691,Francoise Henry,1958,"Fran̤oise Henry
                                                George Zarnecki",Journal of the British Archaeological Association,Journal of the British Archaeological Association,20-21,3097950,22224
683,Q1691,Francoise Henry,1952,Fran̤oise Henry,Journal of the Cork Historical and Archaeological Society,Journal of the Cork Historical and Archaeological Society,"57
                                        
                                        
                                            (185)",3073770,22224
685,Q1691,Francoise Henry,1947,Fran̤oise Henry,Journal of the Royal Historical and Archaeological Association of Ireland,Journal of the Royal Society of Antiquaries of Ireland,"77
                                        
                                        
                                            (1)",3038992,22224
686,Q1702,Grace Maud Briscoe,1957,Grace Briscoe,Proceedings of the Suffolk Institute of Archaeology and Natural History,Proceedings of the Suffolk Institute of Archaeology and Natural History,"27
                                        
                                        
                                            (3)",3118790,35646
687,Q1702,Grace Maud Briscoe,1953,Grace Briscoe,Proceedings of the Suffolk Institute of Archaeology and Natural History,Proceedings of the Suffolk Institute of Archaeology and Natural History,"26
                                        
                                        
                                            (2)",3118773,35646
688,Q1702,Grace Maud Briscoe,1954,Grace Briscoe,Proceedings of the Cambridge Antiquarian Society,Proceedings of the Cambridge Antiquarian Society,47,3199890,35646
689,Q1702,Grace Maud Briscoe,1954,Grace Briscoe,Proceedings of the Society of Antiquaries of London,Proceedings of the Society of Antiquaries of London,"34
                                        
                                        
                                            (1-2(1-2))",3004012,35646
690,Q1702,Grace Maud Briscoe,1952,Grace Briscoe,Proceedings of the Society of Antiquaries of London,Proceedings of the Society of Antiquaries of London,"32
                                        
                                        
                                            (3-4(3-4))",3003984,35646
691,Q1702,Grace Maud Briscoe,1955,"Grace Briscoe
                                                Audrey Furness",Proceedings of the Society of Antiquaries of London,Proceedings of the Society of Antiquaries of London,"35
                                        
                                        
                                            (3-4(3-4))",3004043,35646
692,Q1702,Grace Maud Briscoe,1959,"Grace Briscoe
                                                Robert A G Carson
                                                Michael H Michael Dolley",British Numismatic Journal,British Numismatic Journal,"29
                                        
                                        
                                            (2)",3101353,35646
693,Q1702,Grace Maud Briscoe,1960,"J C Wilkerson
                                                Joan Liversidge
                                                Grace Briscoe
                                                W E LE BARD
                                                Geoffrey H S Bushnell
                                                Mary D Cra'Ster",Proceedings of the Cambridge Antiquarian Society,Proceedings of the Cambridge Antiquarian Society,53,3199965,35646
694,Q1702,Grace Maud Briscoe,1952,"Clare I Fell
                                                Grace Briscoe",Proceedings of the Cambridge Antiquarian Society,Proceedings of the Cambridge Antiquarian Society,45,3199874,35646
697,Q1702,Grace Maud Briscoe,1948,Grace Briscoe,Proceedings of the Cambridge Antiquarian Society,Proceedings of the Cambridge Antiquarian Society,41,3199815,35646
698,Q1702,Grace Maud Briscoe,1955,Grace Briscoe,Proceedings of the Cambridge Antiquarian Society,Proceedings of the Cambridge Antiquarian Society,48,3199898,35646
701,Q1702,Grace Maud Briscoe,1949,Grace Briscoe,Proceedings of the Cambridge Antiquarian Society,Proceedings of the Cambridge Antiquarian Society,42,3199833,35646
702,Q1702,Grace Maud Briscoe,1958,Grace Briscoe,Proceedings of the Cambridge Antiquarian Society,Proceedings of the Cambridge Antiquarian Society,51,3199931,35646
703,Q1702,Grace Maud Briscoe,1960,Grace Briscoe,Proceedings of the Cambridge Antiquarian Society,Proceedings of the Cambridge Antiquarian Society,53,3199959,35646
705,Q1702,Grace Maud Briscoe,1952,Grace Briscoe,Archaeological Newsletter,Archaeological Newsletter,"4
                                        
                                        
                                            (9)",3123209,35646
706,Q1702,Grace Maud Briscoe,1960,Grace Briscoe,Archaeological Newsletter,Archaeological Newsletter,"6
                                        
                                        
                                            (11)",3122962,35646
707,Q1702,Grace Maud Briscoe,1957,Grace Briscoe,Proceedings of the Cambridge Antiquarian Society,Proceedings of the Cambridge Antiquarian Society,50,3199923,35646
708,Q1702,Grace Maud Briscoe,1956,Grace Briscoe,Proceedings of the Suffolk Institute of Archaeology and Natural History,Proceedings of the Suffolk Institute of Archaeology and Natural History,"27
                                        
                                        
                                            (2)",3118785,35646
709,Q1706,Joan Radcliffe Kirk,1955,Joan R Kirk,Archaeologia Cantiana,Archaeologia Cantiana,69,3062149,37862
710,Q1706,Joan Radcliffe Kirk,1956,"Joan R Kirk
                                                Kenneth Marshall",Oxoniensia,Oxoniensia,21,3032052,37862
711,Q1706,Joan Radcliffe Kirk,1951,"Humphrey Case
                                                Joan R Kirk",Oxoniensia,Oxoniensia,16,3032011,37862
712,Q1706,Joan Radcliffe Kirk,1955,"Joan R Kirk
                                                Humphrey Case",Oxoniensia,Oxoniensia,20,3032041,37862
713,Q1706,Joan Radcliffe Kirk,1952,"Humphrey Case
                                                Joan R Kirk",Oxoniensia,Oxoniensia,17-18,3032013,37862
714,Q1706,Joan Radcliffe Kirk,1952,"Humphrey Case
                                                Joan R Kirk",Oxoniensia,Oxoniensia,17-18,3032023,37862
715,Q1706,Joan Radcliffe Kirk,1954,"Humphrey Case
                                                Joan R Kirk",Oxoniensia,Oxoniensia,19,3032030,37862
716,Q1706,Joan Radcliffe Kirk,1949,Joan R Kirk,Oxoniensia,Oxoniensia,14,3031996,37862
717,Q1706,Joan Radcliffe Kirk,1952,"A G Hunter
                                                Joan R Kirk",Oxoniensia,Oxoniensia,17-18,3032022,37862
